2025-08-25 17:34:56,944 - INFO - Starting transformer training (BPE tokenizer)...
2025-08-25 17:34:56,944 - INFO - Configuration: {
  "model": {
    "d_model": 512,
    "num_heads": 8,
    "num_layers": 6,
    "d_ff": 2048,
    "max_len": 512,
    "dropout": 0.2,
    "src_vocab_size": 32000,
    "tgt_vocab_size": 32000
  },
  "training": {
    "batch_size": 32,
    "epochs": 10,
    "learning_rate": 0.0003,
    "scheduler": {
      "type": "warmup",
      "warmup_steps": 1000,
      "step_factor": 0.5,
      "step_size": 5
    },
    "grad_clip": 1.0,
    "weight_decay": 0.01,
    "save_frequency": 1,
    "log_frequency": 10
  },
  "data": {
    "cache_dir": "src/data/text_cache",
    "sequence_length": 256,
    "min_text_length": 500,
    "train_split": 0.95,
    "max_files": null,
    "special_tokens": {
      "pad_token": "<PAD>",
      "unk_token": "<UNK>",
      "start_token": "<START>",
      "end_token": "<END>"
    },
    "load_batch_size": 1000
  },
  "output": {
    "checkpoint_dir": "output/checkpoints",
    "log_dir": "output/logs",
    "samples_dir": "output/samples",
    "model_name": "transformer_lm",
    "tokenizer_path": "output/checkpoints/tokenizer.json"
  },
  "generation": {
    "max_length": 200,
    "temperature": 0.9,
    "top_k": 40,
    "top_p": 0.95,
    "num_samples": 5,
    "sample_prompt": "The meaning of life is",
    "sample_display_length": 200
  },
  "hardware": {
    "device": "auto",
    "num_workers": 2,
    "pin_memory": true
  },
  "evaluation": {
    "eval_frequency": 2,
    "metrics": [
      "perplexity",
      "loss"
    ],
    "eval_samples": 2000
  }
}
2025-08-25 17:34:57,004 - INFO - Using device: cuda
2025-08-25 17:34:57,004 - INFO - Loading text data from /home/joseph_woodall/workspace/reasoning_models/src/training_pipeline/../../src/data/text_cache...
2025-08-25 17:34:58,359 - INFO - Progress: 669/669 files (100.0%)
2025-08-25 17:34:58,359 - INFO - Loaded batch of 669 texts (Total: 669 texts, 364.7M chars)
2025-08-25 17:34:58,359 - INFO - Completed loading 669 text files (364.7M characters)
2025-08-25 17:34:58,360 - INFO - Train texts: 635, Validation texts: 34
2025-08-25 17:38:57,423 - INFO - Batch 210/23390, Loss: 5.8788, LR: 0.000295
2025-08-25 17:38:58,909 - INFO - Batch 220/23390, Loss: 6.1450, LR: 0.000309
2025-08-25 17:39:00,392 - INFO - Batch 230/23390, Loss: 6.1575, LR: 0.000323
2025-08-25 17:39:01,871 - INFO - Batch 240/23390, Loss: 5.5918, LR: 0.000337
2025-08-25 17:39:03,348 - INFO - Batch 250/23390, Loss: 5.5756, LR: 0.000351
2025-08-25 17:39:04,827 - INFO - Batch 260/23390, Loss: 5.6878, LR: 0.000365
2025-08-25 17:39:06,307 - INFO - Batch 270/23390, Loss: 5.8532, LR: 0.000379
2025-08-25 17:39:07,782 - INFO - Batch 280/23390, Loss: 5.8760, LR: 0.000393
2025-08-25 17:39:09,260 - INFO - Batch 290/23390, Loss: 5.3222, LR: 0.000407
2025-08-25 17:39:10,741 - INFO - Batch 300/23390, Loss: 5.7113, LR: 0.000421
2025-08-25 17:39:12,219 - INFO - Batch 310/23390, Loss: 5.6837, LR: 0.000435
2025-08-25 17:39:13,695 - INFO - Batch 320/23390, Loss: 5.5199, LR: 0.000449
2025-08-25 17:39:15,175 - INFO - Batch 330/23390, Loss: 5.5785, LR: 0.000463
2025-08-25 17:39:16,653 - INFO - Batch 340/23390, Loss: 5.6963, LR: 0.000477
2025-08-25 17:39:18,130 - INFO - Batch 350/23390, Loss: 5.3558, LR: 0.000491
2025-08-25 17:39:19,610 - INFO - Batch 360/23390, Loss: 5.4373, LR: 0.000505
2025-08-25 17:39:21,089 - INFO - Batch 370/23390, Loss: 5.0637, LR: 0.000518
2025-08-25 17:39:22,569 - INFO - Batch 380/23390, Loss: 5.6568, LR: 0.000532
2025-08-25 17:39:24,047 - INFO - Batch 390/23390, Loss: 5.4045, LR: 0.000546
2025-08-25 17:39:25,532 - INFO - Batch 400/23390, Loss: 5.2774, LR: 0.000560
2025-08-25 17:39:27,015 - INFO - Batch 410/23390, Loss: 5.5750, LR: 0.000574
2025-08-25 17:39:28,502 - INFO - Batch 420/23390, Loss: 5.4817, LR: 0.000588
2025-08-25 17:39:29,982 - INFO - Batch 430/23390, Loss: 5.2490, LR: 0.000602
2025-08-25 17:39:31,461 - INFO - Batch 440/23390, Loss: 5.2527, LR: 0.000616
2025-08-25 17:39:32,941 - INFO - Batch 450/23390, Loss: 5.3842, LR: 0.000630
2025-08-25 17:39:34,421 - INFO - Batch 460/23390, Loss: 5.2447, LR: 0.000644
2025-08-25 17:39:35,897 - INFO - Batch 470/23390, Loss: 5.3424, LR: 0.000658
2025-08-25 17:39:37,377 - INFO - Batch 480/23390, Loss: 5.6130, LR: 0.000672
2025-08-25 17:39:38,857 - INFO - Batch 490/23390, Loss: 5.1714, LR: 0.000686
2025-08-25 17:39:40,336 - INFO - Batch 500/23390, Loss: 5.2461, LR: 0.000700
2025-08-25 17:39:41,813 - INFO - Batch 510/23390, Loss: 4.9700, LR: 0.000714
2025-08-25 17:39:43,294 - INFO - Batch 520/23390, Loss: 5.1167, LR: 0.000728
2025-08-25 17:39:44,774 - INFO - Batch 530/23390, Loss: 5.2115, LR: 0.000742
2025-08-25 17:39:46,252 - INFO - Batch 540/23390, Loss: 5.2146, LR: 0.000756
2025-08-25 17:39:47,730 - INFO - Batch 550/23390, Loss: 5.1734, LR: 0.000770
2025-08-25 17:39:49,212 - INFO - Batch 560/23390, Loss: 4.8502, LR: 0.000784
2025-08-25 17:39:50,691 - INFO - Batch 570/23390, Loss: 5.0583, LR: 0.000798
2025-08-25 17:39:52,170 - INFO - Batch 580/23390, Loss: 5.0230, LR: 0.000812
2025-08-25 17:39:53,650 - INFO - Batch 590/23390, Loss: 5.2707, LR: 0.000826
2025-08-25 17:39:55,136 - INFO - Batch 600/23390, Loss: 5.1480, LR: 0.000840
2025-08-25 17:39:56,623 - INFO - Batch 610/23390, Loss: 5.3163, LR: 0.000854
2025-08-25 17:39:58,105 - INFO - Batch 620/23390, Loss: 5.2794, LR: 0.000868
2025-08-25 17:39:59,585 - INFO - Batch 630/23390, Loss: 5.2599, LR: 0.000882
2025-08-25 17:40:01,065 - INFO - Batch 640/23390, Loss: 5.0019, LR: 0.000896
2025-08-25 17:40:02,544 - INFO - Batch 650/23390, Loss: 5.2193, LR: 0.000910
2025-08-25 17:40:04,022 - INFO - Batch 660/23390, Loss: 5.2753, LR: 0.000924
2025-08-25 17:40:05,500 - INFO - Batch 670/23390, Loss: 5.1028, LR: 0.000938
2025-08-25 17:40:06,979 - INFO - Batch 680/23390, Loss: 5.3249, LR: 0.000952
2025-08-25 17:40:08,458 - INFO - Batch 690/23390, Loss: 5.1907, LR: 0.000966
2025-08-25 17:40:09,935 - INFO - Batch 700/23390, Loss: 5.2231, LR: 0.000980
2025-08-25 17:40:11,413 - INFO - Batch 710/23390, Loss: 4.7925, LR: 0.000994
2025-08-25 17:40:12,894 - INFO - Batch 720/23390, Loss: 5.1452, LR: 0.001008
2025-08-25 17:40:14,372 - INFO - Batch 730/23390, Loss: 5.2710, LR: 0.001022
2025-08-25 17:40:15,849 - INFO - Batch 740/23390, Loss: 5.0892, LR: 0.001036
2025-08-25 17:40:17,325 - INFO - Batch 750/23390, Loss: 5.0158, LR: 0.001050
2025-08-25 17:40:18,803 - INFO - Batch 760/23390, Loss: 4.9172, LR: 0.001064
2025-08-25 17:40:20,280 - INFO - Batch 770/23390, Loss: 5.1608, LR: 0.001078
2025-08-25 17:40:21,758 - INFO - Batch 780/23390, Loss: 4.9613, LR: 0.001091
2025-08-25 17:40:23,237 - INFO - Batch 790/23390, Loss: 5.1158, LR: 0.001105
2025-08-25 17:40:24,715 - INFO - Batch 800/23390, Loss: 5.1146, LR: 0.001119
2025-08-25 17:40:26,194 - INFO - Batch 810/23390, Loss: 4.9322, LR: 0.001133
2025-08-25 17:40:27,678 - INFO - Batch 820/23390, Loss: 4.7420, LR: 0.001147
2025-08-25 17:40:29,163 - INFO - Batch 830/23390, Loss: 4.8887, LR: 0.001161
2025-08-25 17:40:30,651 - INFO - Batch 840/23390, Loss: 5.1423, LR: 0.001175
2025-08-25 17:40:32,133 - INFO - Batch 850/23390, Loss: 5.1953, LR: 0.001189
2025-08-25 17:40:33,613 - INFO - Batch 860/23390, Loss: 5.2103, LR: 0.001203
2025-08-25 17:40:35,104 - INFO - Batch 870/23390, Loss: 4.7748, LR: 0.001217
2025-08-25 17:40:36,590 - INFO - Batch 880/23390, Loss: 4.7315, LR: 0.001231
2025-08-25 17:40:38,073 - INFO - Batch 890/23390, Loss: 4.8495, LR: 0.001245
2025-08-25 17:40:39,553 - INFO - Batch 900/23390, Loss: 5.0163, LR: 0.001259
2025-08-25 17:40:41,031 - INFO - Batch 910/23390, Loss: 4.7449, LR: 0.001273
2025-08-25 17:40:42,511 - INFO - Batch 920/23390, Loss: 5.3021, LR: 0.001287
2025-08-25 17:40:43,988 - INFO - Batch 930/23390, Loss: 5.1883, LR: 0.001301
2025-08-25 17:40:45,464 - INFO - Batch 940/23390, Loss: 5.0126, LR: 0.001315
2025-08-25 17:40:46,942 - INFO - Batch 950/23390, Loss: 5.0351, LR: 0.001329
2025-08-25 17:40:48,420 - INFO - Batch 960/23390, Loss: 4.7770, LR: 0.001343
2025-08-25 17:40:49,895 - INFO - Batch 970/23390, Loss: 5.0529, LR: 0.001357
2025-08-25 17:40:51,374 - INFO - Batch 980/23390, Loss: 4.8513, LR: 0.001371
2025-08-25 17:40:52,852 - INFO - Batch 990/23390, Loss: 4.9800, LR: 0.001385
2025-08-25 17:40:54,333 - INFO - Batch 1000/23390, Loss: 4.9531, LR: 0.001397
2025-08-25 17:40:55,825 - INFO - Batch 1010/23390, Loss: 4.6770, LR: 0.001390
2025-08-25 17:40:57,311 - INFO - Batch 1020/23390, Loss: 4.8827, LR: 0.001383
2025-08-25 17:40:58,795 - INFO - Batch 1030/23390, Loss: 5.1909, LR: 0.001376
2025-08-25 17:41:00,274 - INFO - Batch 1040/23390, Loss: 5.0411, LR: 0.001370
2025-08-25 17:41:01,753 - INFO - Batch 1050/23390, Loss: 4.9299, LR: 0.001363
2025-08-25 17:41:03,236 - INFO - Batch 1060/23390, Loss: 4.7514, LR: 0.001357
2025-08-25 17:41:04,715 - INFO - Batch 1070/23390, Loss: 4.5609, LR: 0.001350
2025-08-25 17:41:06,193 - INFO - Batch 1080/23390, Loss: 5.3620, LR: 0.001344
2025-08-25 17:41:07,670 - INFO - Batch 1090/23390, Loss: 4.9177, LR: 0.001338
2025-08-25 17:41:09,148 - INFO - Batch 1100/23390, Loss: 4.9425, LR: 0.001332
2025-08-25 17:41:10,626 - INFO - Batch 1110/23390, Loss: 4.7343, LR: 0.001326
2025-08-25 17:41:12,102 - INFO - Batch 1120/23390, Loss: 4.8319, LR: 0.001320
2025-08-25 17:41:13,581 - INFO - Batch 1130/23390, Loss: 5.0195, LR: 0.001314
2025-08-25 17:41:15,061 - INFO - Batch 1140/23390, Loss: 4.9003, LR: 0.001308
2025-08-25 17:41:16,538 - INFO - Batch 1150/23390, Loss: 5.2889, LR: 0.001303
2025-08-25 17:41:18,016 - INFO - Batch 1160/23390, Loss: 4.9527, LR: 0.001297
2025-08-25 17:41:19,493 - INFO - Batch 1170/23390, Loss: 4.8503, LR: 0.001291
2025-08-25 17:41:20,971 - INFO - Batch 1180/23390, Loss: 4.7150, LR: 0.001286
2025-08-25 17:41:22,448 - INFO - Batch 1190/23390, Loss: 4.6188, LR: 0.001281
2025-08-25 17:41:23,924 - INFO - Batch 1200/23390, Loss: 4.4779, LR: 0.001275
2025-08-25 17:41:25,402 - INFO - Batch 1210/23390, Loss: 4.5581, LR: 0.001270
2025-08-25 17:41:26,886 - INFO - Batch 1220/23390, Loss: 4.7823, LR: 0.001265
2025-08-25 17:41:28,371 - INFO - Batch 1230/23390, Loss: 4.6780, LR: 0.001260
2025-08-25 17:41:29,852 - INFO - Batch 1240/23390, Loss: 4.6239, LR: 0.001255
2025-08-25 17:41:31,335 - INFO - Batch 1250/23390, Loss: 4.8012, LR: 0.001250
2025-08-25 17:41:32,814 - INFO - Batch 1260/23390, Loss: 4.7718, LR: 0.001245
2025-08-25 17:41:34,291 - INFO - Batch 1270/23390, Loss: 4.6804, LR: 0.001240
2025-08-25 17:41:35,767 - INFO - Batch 1280/23390, Loss: 4.5746, LR: 0.001235
2025-08-25 17:41:37,247 - INFO - Batch 1290/23390, Loss: 4.5746, LR: 0.001230
2025-08-25 17:41:38,726 - INFO - Batch 1300/23390, Loss: 4.6757, LR: 0.001225
2025-08-25 17:41:40,205 - INFO - Batch 1310/23390, Loss: 4.8531, LR: 0.001221
2025-08-25 17:41:41,681 - INFO - Batch 1320/23390, Loss: 4.4578, LR: 0.001216
2025-08-25 17:41:43,158 - INFO - Batch 1330/23390, Loss: 5.0298, LR: 0.001211
2025-08-25 17:41:44,636 - INFO - Batch 1340/23390, Loss: 4.9540, LR: 0.001207
2025-08-25 17:41:46,117 - INFO - Batch 1350/23390, Loss: 5.1095, LR: 0.001202
2025-08-25 17:41:47,595 - INFO - Batch 1360/23390, Loss: 4.6134, LR: 0.001198
2025-08-25 17:41:49,075 - INFO - Batch 1370/23390, Loss: 4.6232, LR: 0.001194
2025-08-25 17:41:50,552 - INFO - Batch 1380/23390, Loss: 4.6739, LR: 0.001189
2025-08-25 17:41:52,028 - INFO - Batch 1390/23390, Loss: 4.6950, LR: 0.001185
2025-08-25 17:41:53,506 - INFO - Batch 1400/23390, Loss: 4.6131, LR: 0.001181
2025-08-25 17:41:54,988 - INFO - Batch 1410/23390, Loss: 4.4426, LR: 0.001177
2025-08-25 17:41:56,475 - INFO - Batch 1420/23390, Loss: 4.8868, LR: 0.001172
2025-08-25 17:41:57,957 - INFO - Batch 1430/23390, Loss: 4.8784, LR: 0.001168
2025-08-25 17:41:59,437 - INFO - Batch 1440/23390, Loss: 4.7302, LR: 0.001164
2025-08-25 17:42:00,916 - INFO - Batch 1450/23390, Loss: 4.3663, LR: 0.001160
2025-08-25 17:42:02,394 - INFO - Batch 1460/23390, Loss: 4.4447, LR: 0.001156
2025-08-25 17:42:03,870 - INFO - Batch 1470/23390, Loss: 4.6175, LR: 0.001152
2025-08-25 17:42:05,350 - INFO - Batch 1480/23390, Loss: 4.8119, LR: 0.001148
2025-08-25 17:42:06,828 - INFO - Batch 1490/23390, Loss: 4.9049, LR: 0.001145
2025-08-25 17:42:08,308 - INFO - Batch 1500/23390, Loss: 4.6072, LR: 0.001141
2025-08-25 17:42:09,785 - INFO - Batch 1510/23390, Loss: 4.7047, LR: 0.001137
2025-08-25 17:42:11,263 - INFO - Batch 1520/23390, Loss: 4.5714, LR: 0.001133
2025-08-25 17:42:12,744 - INFO - Batch 1530/23390, Loss: 4.8384, LR: 0.001129
2025-08-25 17:42:14,222 - INFO - Batch 1540/23390, Loss: 4.8722, LR: 0.001126
2025-08-25 17:42:15,702 - INFO - Batch 1550/23390, Loss: 4.5653, LR: 0.001122
2025-08-25 17:42:17,180 - INFO - Batch 1560/23390, Loss: 4.8798, LR: 0.001119
2025-08-25 17:42:18,657 - INFO - Batch 1570/23390, Loss: 4.9375, LR: 0.001115
2025-08-25 17:42:20,135 - INFO - Batch 1580/23390, Loss: 4.4989, LR: 0.001111
2025-08-25 17:42:21,612 - INFO - Batch 1590/23390, Loss: 4.7258, LR: 0.001108
2025-08-25 17:42:23,091 - INFO - Batch 1600/23390, Loss: 4.3937, LR: 0.001105
2025-08-25 17:42:24,577 - INFO - Batch 1610/23390, Loss: 4.3423, LR: 0.001101
2025-08-25 17:42:26,060 - INFO - Batch 1620/23390, Loss: 4.6608, LR: 0.001098
2025-08-25 17:42:27,544 - INFO - Batch 1630/23390, Loss: 4.9660, LR: 0.001094
2025-08-25 17:42:29,026 - INFO - Batch 1640/23390, Loss: 4.2809, LR: 0.001091
2025-08-25 17:42:30,503 - INFO - Batch 1650/23390, Loss: 4.5690, LR: 0.001088
2025-08-25 17:42:31,980 - INFO - Batch 1660/23390, Loss: 4.3586, LR: 0.001084
2025-08-25 17:42:33,459 - INFO - Batch 1670/23390, Loss: 4.8041, LR: 0.001081
2025-08-25 17:42:34,937 - INFO - Batch 1680/23390, Loss: 4.6373, LR: 0.001078
2025-08-25 17:42:36,417 - INFO - Batch 1690/23390, Loss: 4.5782, LR: 0.001075
2025-08-25 17:42:37,895 - INFO - Batch 1700/23390, Loss: 4.4383, LR: 0.001072
2025-08-25 17:42:39,373 - INFO - Batch 1710/23390, Loss: 4.7878, LR: 0.001068
2025-08-25 17:42:40,851 - INFO - Batch 1720/23390, Loss: 4.5739, LR: 0.001065
2025-08-25 17:42:42,330 - INFO - Batch 1730/23390, Loss: 4.6743, LR: 0.001062
2025-08-25 17:42:43,814 - INFO - Batch 1740/23390, Loss: 4.2770, LR: 0.001059
2025-08-25 17:42:45,294 - INFO - Batch 1750/23390, Loss: 4.6466, LR: 0.001056
2025-08-25 17:42:46,772 - INFO - Batch 1760/23390, Loss: 4.4026, LR: 0.001053
2025-08-25 17:42:48,255 - INFO - Batch 1770/23390, Loss: 4.5258, LR: 0.001050
2025-08-25 17:42:49,735 - INFO - Batch 1780/23390, Loss: 4.4564, LR: 0.001047
2025-08-25 17:42:51,213 - INFO - Batch 1790/23390, Loss: 4.6489, LR: 0.001044
2025-08-25 17:42:52,694 - INFO - Batch 1800/23390, Loss: 4.5828, LR: 0.001041
2025-08-25 17:42:54,171 - INFO - Batch 1810/23390, Loss: 4.6978, LR: 0.001038
2025-08-25 17:42:55,650 - INFO - Batch 1820/23390, Loss: 4.3239, LR: 0.001036
2025-08-25 17:42:57,136 - INFO - Batch 1830/23390, Loss: 4.9780, LR: 0.001033
2025-08-25 17:42:58,621 - INFO - Batch 1840/23390, Loss: 4.5363, LR: 0.001030
2025-08-25 17:43:00,105 - INFO - Batch 1850/23390, Loss: 4.5673, LR: 0.001027
2025-08-25 17:43:01,587 - INFO - Batch 1860/23390, Loss: 4.4912, LR: 0.001024
2025-08-25 17:43:03,066 - INFO - Batch 1870/23390, Loss: 4.2494, LR: 0.001022
2025-08-25 17:43:04,551 - INFO - Batch 1880/23390, Loss: 4.0506, LR: 0.001019
2025-08-25 17:43:06,033 - INFO - Batch 1890/23390, Loss: 4.5575, LR: 0.001016
2025-08-25 17:43:07,511 - INFO - Batch 1900/23390, Loss: 4.2555, LR: 0.001014
2025-08-25 17:43:08,994 - INFO - Batch 1910/23390, Loss: 4.2552, LR: 0.001011
2025-08-25 17:43:10,478 - INFO - Batch 1920/23390, Loss: 4.3840, LR: 0.001008
2025-08-25 17:43:11,961 - INFO - Batch 1930/23390, Loss: 4.3093, LR: 0.001006
2025-08-25 17:43:13,441 - INFO - Batch 1940/23390, Loss: 4.4556, LR: 0.001003
2025-08-25 17:43:14,925 - INFO - Batch 1950/23390, Loss: 4.3366, LR: 0.001001
2025-08-25 17:43:16,406 - INFO - Batch 1960/23390, Loss: 4.7065, LR: 0.000998
2025-08-25 17:43:17,889 - INFO - Batch 1970/23390, Loss: 4.6201, LR: 0.000995
2025-08-25 17:43:19,370 - INFO - Batch 1980/23390, Loss: 4.4189, LR: 0.000993
2025-08-25 17:43:20,851 - INFO - Batch 1990/23390, Loss: 4.4286, LR: 0.000990
2025-08-25 17:43:22,333 - INFO - Batch 2000/23390, Loss: 4.6888, LR: 0.000988
2025-08-25 17:43:23,816 - INFO - Batch 2010/23390, Loss: 4.5494, LR: 0.000986
2025-08-25 17:43:25,303 - INFO - Batch 2020/23390, Loss: 4.0588, LR: 0.000983
2025-08-25 17:43:26,791 - INFO - Batch 2030/23390, Loss: 4.9797, LR: 0.000981
2025-08-25 17:43:28,277 - INFO - Batch 2040/23390, Loss: 4.3443, LR: 0.000978
2025-08-25 17:43:29,756 - INFO - Batch 2050/23390, Loss: 4.2407, LR: 0.000976
2025-08-25 17:43:31,238 - INFO - Batch 2060/23390, Loss: 4.6268, LR: 0.000973
2025-08-25 17:43:32,720 - INFO - Batch 2070/23390, Loss: 4.1753, LR: 0.000971
2025-08-25 17:43:34,205 - INFO - Batch 2080/23390, Loss: 4.1878, LR: 0.000969
2025-08-25 17:43:35,685 - INFO - Batch 2090/23390, Loss: 4.6102, LR: 0.000966
2025-08-25 17:43:37,169 - INFO - Batch 2100/23390, Loss: 4.5909, LR: 0.000964
2025-08-25 17:43:38,653 - INFO - Batch 2110/23390, Loss: 4.0735, LR: 0.000962
2025-08-25 17:43:40,132 - INFO - Batch 2120/23390, Loss: 4.8524, LR: 0.000960
2025-08-25 17:43:41,611 - INFO - Batch 2130/23390, Loss: 4.8599, LR: 0.000957
2025-08-25 17:43:43,095 - INFO - Batch 2140/23390, Loss: 4.5374, LR: 0.000955
2025-08-25 17:43:44,578 - INFO - Batch 2150/23390, Loss: 3.8158, LR: 0.000953
2025-08-25 17:43:46,056 - INFO - Batch 2160/23390, Loss: 4.3149, LR: 0.000951
2025-08-25 17:43:47,534 - INFO - Batch 2170/23390, Loss: 4.2924, LR: 0.000948
2025-08-25 17:43:49,016 - INFO - Batch 2180/23390, Loss: 4.2147, LR: 0.000946
2025-08-25 17:43:50,497 - INFO - Batch 2190/23390, Loss: 4.4741, LR: 0.000944
2025-08-25 17:43:51,975 - INFO - Batch 2200/23390, Loss: 3.9558, LR: 0.000942
2025-08-25 17:43:53,453 - INFO - Batch 2210/23390, Loss: 4.4402, LR: 0.000940
2025-08-25 17:43:54,934 - INFO - Batch 2220/23390, Loss: 4.4528, LR: 0.000938
2025-08-25 17:43:56,419 - INFO - Batch 2230/23390, Loss: 4.6507, LR: 0.000936
2025-08-25 17:43:57,900 - INFO - Batch 2240/23390, Loss: 4.5663, LR: 0.000934
2025-08-25 17:43:59,385 - INFO - Batch 2250/23390, Loss: 4.6034, LR: 0.000931
2025-08-25 17:44:00,868 - INFO - Batch 2260/23390, Loss: 4.3324, LR: 0.000929
2025-08-25 17:44:02,347 - INFO - Batch 2270/23390, Loss: 4.3948, LR: 0.000927
2025-08-25 17:44:03,824 - INFO - Batch 2280/23390, Loss: 4.5701, LR: 0.000925
2025-08-25 17:44:05,304 - INFO - Batch 2290/23390, Loss: 4.2296, LR: 0.000923
2025-08-25 17:44:06,783 - INFO - Batch 2300/23390, Loss: 4.2235, LR: 0.000921
2025-08-25 17:44:08,261 - INFO - Batch 2310/23390, Loss: 4.3288, LR: 0.000919
2025-08-25 17:44:09,738 - INFO - Batch 2320/23390, Loss: 4.2739, LR: 0.000917
2025-08-25 17:44:11,218 - INFO - Batch 2330/23390, Loss: 4.6239, LR: 0.000915
2025-08-25 17:44:12,698 - INFO - Batch 2340/23390, Loss: 4.2900, LR: 0.000913
2025-08-25 17:44:14,175 - INFO - Batch 2350/23390, Loss: 4.6384, LR: 0.000911
2025-08-25 17:44:15,651 - INFO - Batch 2360/23390, Loss: 4.3887, LR: 0.000910
2025-08-25 17:44:17,131 - INFO - Batch 2370/23390, Loss: 4.5323, LR: 0.000908
2025-08-25 17:44:18,610 - INFO - Batch 2380/23390, Loss: 4.1641, LR: 0.000906
2025-08-25 17:44:20,090 - INFO - Batch 2390/23390, Loss: 4.2866, LR: 0.000904
2025-08-25 17:44:21,570 - INFO - Batch 2400/23390, Loss: 4.5292, LR: 0.000902
2025-08-25 17:44:23,049 - INFO - Batch 2410/23390, Loss: 4.2540, LR: 0.000900
